transaction_id,amount,payment_method,failure_reason,customer_age_days,previous_successful_payments,previous_failed_payments,retry_count,time_since_failure_hours,customer_avg_amount,is_subscription,recovered
TXN004592,816.81,UPI,Authentication Failed,954,21,4,0,29.79,588.23,0,0
TXN004593,604.03,Card,Limit Exceeded,689,21,8,0,10.66,1588.1,0,1
TXN004594,950.9,UPI,Network Error,635,20,2,0,64.98,1859.45,0,0
TXN004595,824.51,Card,Network Error,599,16,4,0,1.15,702.27,0,1
TXN004596,4495.74,Card,Limit Exceeded,393,18,7,2,8.57,1599.62,0,0
TXN004597,440.09,Card,Authentication Failed,658,20,5,0,3.54,910.24,1,1
TXN004598,3173.46,UPI,Authentication Failed,199,12,3,1,6.35,651.42,0,1
TXN004599,1224.0,UPI,Bank Decline,107,19,5,0,2.34,3170.41,1,1
TXN004600,3249.72,UPI,Authentication Failed,1100,14,3,2,12.44,1242.95,0,1
TXN004601,4556.71,UPI,Insufficient Funds,1204,29,4,2,0.24,1812.89,0,1
TXN004602,1183.6,Net Banking,Bank Decline,450,23,4,0,15.81,1351.58,0,1
TXN004603,825.87,Net Banking,Insufficient Funds,439,18,3,1,50.33,693.31,1,0
TXN004604,1163.93,UPI,Bank Decline,1245,27,1,2,3.18,1219.62,0,0
TXN004605,1006.98,Card,Limit Exceeded,543,11,4,0,19.31,2992.17,1,1
TXN004606,246.84,Net Banking,Authentication Failed,607,19,6,1,5.4,979.04,0,1
TXN004607,4434.78,Net Banking,Limit Exceeded,714,18,8,4,2.83,542.84,0,0
TXN004608,1368.14,UPI,Expired Card,325,17,4,0,32.72,1061.92,0,0
TXN004609,384.99,Wallet,Network Error,1316,18,2,1,11.52,2188.99,0,1
TXN004610,170.58,UPI,Expired Card,231,15,4,2,1.24,2003.28,0,1
TXN004611,134.98,UPI,Bank Decline,1379,17,5,2,14.06,686.54,0,1
TXN004612,2193.89,UPI,Limit Exceeded,394,14,4,3,69.32,2410.37,1,0
TXN004613,628.24,Card,Expired Card,852,17,5,2,29.39,2280.11,0,1
TXN004614,728.21,UPI,Expired Card,1371,13,4,3,14.63,1939.48,0,0
TXN004615,1701.62,UPI,Network Error,77,16,5,0,54.23,459.55,0,0
TXN004616,689.22,UPI,Authentication Failed,1159,19,5,1,29.17,337.56,0,0
TXN004617,1793.41,Net Banking,Bank Decline,450,20,3,0,10.68,5386.66,0,1
TXN004618,1194.8,Net Banking,Bank Decline,1320,20,3,1,11.44,985.4,1,1
TXN004619,1016.67,UPI,Limit Exceeded,605,17,4,0,47.15,627.96,0,0
TXN004620,266.27,Net Banking,Network Error,393,13,7,0,0.83,791.04,0,1
TXN004621,524.39,Net Banking,Authentication Failed,24,16,6,0,7.16,1267.86,1,0
TXN004622,1886.13,Card,Bank Decline,1106,14,1,0,10.4,382.15,0,1
TXN004623,593.58,UPI,Bank Decline,559,14,1,0,4.05,1570.71,1,1
TXN004624,3244.88,Card,Authentication Failed,880,21,3,2,3.52,1390.69,1,0
TXN004625,9061.24,Net Banking,Bank Decline,1395,21,3,1,12.53,1224.47,1,0
TXN004626,1979.79,Card,Network Error,1310,19,3,0,15.88,1979.84,0,1
TXN004627,4202.98,UPI,Bank Decline,286,12,2,0,11.06,841.91,0,1
TXN004628,2097.82,Card,Bank Decline,777,16,3,2,9.4,1641.88,1,0
TXN004629,678.01,Card,Expired Card,1473,16,2,3,22.02,423.36,1,1
TXN004630,1313.09,Card,Insufficient Funds,960,22,5,2,24.32,898.82,1,0
TXN004631,6714.26,UPI,Authentication Failed,335,16,5,3,3.44,1419.15,1,1
TXN004632,684.58,UPI,Limit Exceeded,514,9,3,2,1.21,628.47,0,0
TXN004633,430.35,Net Banking,Insufficient Funds,456,16,4,1,1.21,1397.06,0,0
TXN004634,395.13,Net Banking,Expired Card,1405,12,3,0,23.89,410.32,0,1
TXN004635,901.65,UPI,Network Error,1326,15,3,0,0.29,625.95,0,1
TXN004636,444.47,Wallet,Insufficient Funds,845,17,3,0,66.73,389.29,1,1
TXN004637,4947.4,UPI,Bank Decline,399,15,4,2,22.04,1921.4,1,0
TXN004638,1332.38,Card,Bank Decline,115,13,5,0,16.36,591.91,0,0
TXN004639,2629.51,Card,Expired Card,365,28,5,2,0.58,1161.91,1,0
TXN004640,838.15,Net Banking,Expired Card,962,18,3,0,0.58,696.19,0,0
TXN004641,393.01,Net Banking,Network Error,941,26,5,0,10.98,2832.34,1,1
TXN004642,337.49,UPI,Limit Exceeded,1319,28,4,0,8.71,2141.64,1,0
TXN004643,484.35,Net Banking,Limit Exceeded,1448,21,5,1,6.15,1369.23,0,1
TXN004644,1499.33,UPI,Network Error,324,18,3,1,2.49,3673.85,0,1
TXN004645,1750.92,Card,Limit Exceeded,347,22,3,1,5.73,965.87,1,1
TXN004646,1887.25,Card,Bank Decline,1347,18,4,2,18.13,593.76,0,1
TXN004647,287.2,Card,Authentication Failed,355,15,2,0,9.15,2115.05,0,0
TXN004648,1096.23,UPI,Network Error,33,16,4,3,6.73,439.46,1,0
TXN004649,435.52,Net Banking,Limit Exceeded,644,23,7,1,46.56,1130.12,0,1
TXN004650,1573.91,UPI,Network Error,407,21,8,1,7.26,1333.21,1,1
TXN004651,1687.78,UPI,Insufficient Funds,322,22,3,1,43.49,1408.49,0,0
TXN004652,381.86,Card,Network Error,374,23,2,2,1.52,2534.22,0,1
TXN004653,2620.78,Card,Bank Decline,349,17,3,1,31.52,3647.56,0,1
TXN004654,8999.65,Net Banking,Expired Card,699,17,9,0,12.9,696.98,0,0
TXN004655,2324.71,UPI,Network Error,1395,12,4,1,12.82,1380.94,0,1
TXN004656,947.14,UPI,Limit Exceeded,910,16,3,3,16.34,1474.5,0,0
TXN004657,824.77,Net Banking,Expired Card,1103,22,2,2,19.6,1712.56,0,1
TXN004658,908.54,Card,Expired Card,1152,15,5,0,30.69,1515.09,1,0
TXN004659,552.99,UPI,Insufficient Funds,192,17,2,0,0.99,693.94,0,0
TXN004660,1376.31,Card,Authentication Failed,842,15,6,1,6.76,799.13,0,1
TXN004661,393.62,Card,Limit Exceeded,325,13,5,4,11.2,402.42,0,1
TXN004662,200.19,Card,Limit Exceeded,961,11,7,1,60.15,597.23,0,1
TXN004663,1336.28,Card,Bank Decline,600,15,5,0,1.14,545.8,1,1
TXN004664,1117.79,Net Banking,Network Error,998,21,2,1,9.04,927.72,0,1
TXN004665,655.86,Net Banking,Insufficient Funds,799,14,1,1,27.46,2474.44,1,0
TXN004666,345.7,Card,Network Error,359,29,2,0,47.98,896.08,0,1
TXN004667,1423.35,UPI,Insufficient Funds,361,19,1,0,29.5,2738.14,0,1
TXN004668,449.82,Net Banking,Network Error,112,18,2,0,67.98,334.11,0,1
TXN004669,967.73,Card,Expired Card,424,20,4,1,13.48,799.24,0,1
TXN004670,5369.42,Card,Bank Decline,648,11,5,2,23.45,1049.52,0,0
TXN004671,1970.56,UPI,Network Error,211,17,2,0,38.35,2693.93,0,1
TXN004672,319.83,Net Banking,Authentication Failed,571,15,5,1,9.63,1965.69,1,1
TXN004673,348.15,Card,Insufficient Funds,1412,16,2,1,1.52,2215.57,0,1
TXN004674,1257.19,UPI,Limit Exceeded,1327,27,3,4,1.02,1216.24,0,1
TXN004675,318.05,UPI,Insufficient Funds,1309,20,2,2,46.0,1105.71,1,0
TXN004676,180.99,Net Banking,Insufficient Funds,195,20,5,0,0.04,3250.54,0,1
TXN004677,1770.71,UPI,Insufficient Funds,549,25,3,1,6.87,1008.52,0,0
TXN004678,1463.87,Wallet,Limit Exceeded,1480,15,4,1,34.22,1068.03,0,0
TXN004679,1645.07,Card,Bank Decline,264,16,3,1,9.12,705.22,1,0
TXN004680,1389.55,Card,Authentication Failed,459,20,2,3,3.95,1734.2,1,0
TXN004681,1034.03,UPI,Network Error,84,12,5,1,2.52,902.71,0,1
TXN004682,604.28,UPI,Insufficient Funds,1053,15,2,0,0.64,1478.66,0,1
TXN004683,1745.02,Net Banking,Expired Card,509,21,7,1,18.76,999.17,0,0
TXN004684,4345.5,UPI,Insufficient Funds,191,20,0,0,7.09,1967.53,1,1
TXN004685,698.47,Net Banking,Limit Exceeded,553,18,1,0,0.22,864.98,0,0
TXN004686,437.61,UPI,Insufficient Funds,55,18,3,1,1.56,932.17,0,0
TXN004687,394.81,UPI,Bank Decline,174,22,7,0,34.39,1541.32,1,0
TXN004688,502.67,UPI,Limit Exceeded,27,11,4,1,2.37,1759.16,0,1
TXN004689,1315.98,Card,Authentication Failed,398,13,3,2,12.4,1601.77,0,1
TXN004690,159.87,Wallet,Bank Decline,909,21,6,0,7.67,1355.45,1,1
TXN004691,1628.24,UPI,Limit Exceeded,1135,15,6,0,4.08,1296.43,0,1
TXN004692,1957.69,UPI,Insufficient Funds,1320,26,0,0,2.4,978.77,0,1
TXN004693,217.4,UPI,Limit Exceeded,1456,20,6,4,18.34,3087.87,1,0
TXN004694,454.29,Card,Expired Card,235,31,3,0,37.5,889.99,1,1
TXN004695,1178.16,Card,Insufficient Funds,1211,17,1,3,16.55,1536.15,0,0
TXN004696,963.79,Net Banking,Bank Decline,358,21,2,4,8.49,1464.12,0,0
TXN004697,1750.53,Card,Insufficient Funds,231,23,4,0,6.59,382.36,0,1
TXN004698,965.82,Card,Bank Decline,240,17,6,1,8.11,885.45,0,1
TXN004699,3423.07,UPI,Insufficient Funds,272,20,4,1,8.21,2866.98,1,0
TXN004700,821.35,Wallet,Expired Card,864,20,4,0,12.86,1439.77,0,1
TXN004701,452.72,UPI,Authentication Failed,320,19,5,1,8.25,3792.61,0,0
TXN004702,421.11,UPI,Insufficient Funds,505,19,3,0,15.89,878.75,1,1
TXN004703,2125.84,Card,Network Error,883,24,5,1,1.99,1282.13,0,1
TXN004704,1126.26,Card,Network Error,1248,21,5,1,5.79,1785.19,0,0
TXN004705,1939.81,UPI,Authentication Failed,217,5,2,1,23.02,770.91,0,1
TXN004706,1904.19,Card,Network Error,105,23,3,0,25.54,850.67,0,1
TXN004707,178.06,Net Banking,Network Error,1418,12,7,4,20.29,506.69,0,0
TXN004708,393.05,UPI,Network Error,351,20,7,0,7.51,885.3,1,0
TXN004709,437.66,Net Banking,Bank Decline,1283,23,7,4,10.64,1291.84,1,1
TXN004710,526.13,Card,Insufficient Funds,910,15,4,1,3.62,3718.02,1,0
TXN004711,751.21,UPI,Bank Decline,530,21,6,1,60.94,1661.16,1,0
TXN004712,2695.22,Card,Insufficient Funds,124,24,7,3,36.74,448.3,1,1
TXN004713,3224.83,UPI,Network Error,606,16,3,3,51.16,1286.04,0,0
TXN004714,842.52,Card,Bank Decline,862,16,2,0,15.17,667.83,0,1
TXN004715,874.67,Card,Network Error,215,18,4,1,11.28,499.01,0,0
TXN004716,581.21,UPI,Insufficient Funds,1439,22,1,1,36.57,2344.26,1,1
TXN004717,1188.29,Card,Authentication Failed,487,16,4,1,9.45,1030.69,0,0
TXN004718,1315.89,Wallet,Authentication Failed,929,20,0,0,5.62,752.69,0,1
TXN004719,2266.13,Card,Insufficient Funds,335,14,3,1,12.56,2686.22,1,0
TXN004720,2249.8,Net Banking,Bank Decline,1213,20,4,0,3.35,587.05,0,1
TXN004721,138.12,UPI,Network Error,423,22,3,0,26.39,736.39,1,1
TXN004722,955.95,UPI,Insufficient Funds,1113,20,4,0,10.48,3499.2,0,1
TXN004723,3811.16,UPI,Bank Decline,260,24,3,0,19.15,1990.92,0,0
TXN004724,739.29,UPI,Bank Decline,951,27,4,3,15.79,1427.1,1,0
TXN004725,3057.39,UPI,Authentication Failed,11,20,6,2,15.83,2427.32,1,0
TXN004726,832.3,UPI,Authentication Failed,309,12,5,0,48.14,1016.88,0,1
TXN004727,1283.61,Net Banking,Network Error,986,23,4,1,1.03,456.32,0,1
TXN004728,394.18,Net Banking,Network Error,613,15,5,1,17.12,1115.89,0,0
TXN004729,407.76,Card,Authentication Failed,1458,18,6,2,5.48,492.88,0,0
TXN004730,2106.84,UPI,Authentication Failed,970,23,3,1,2.4,1462.67,1,0
TXN004731,2425.12,UPI,Authentication Failed,742,11,0,0,1.01,4089.63,1,0
TXN004732,1123.03,UPI,Insufficient Funds,1257,23,9,1,31.9,1087.57,0,0
TXN004733,363.3,Card,Insufficient Funds,396,17,1,0,9.16,1102.18,1,1
TXN004734,1140.73,Net Banking,Expired Card,856,23,1,1,21.61,1616.73,1,0
TXN004735,3399.93,Card,Network Error,825,15,3,1,48.44,1977.52,0,0
TXN004736,5263.65,UPI,Insufficient Funds,18,21,2,0,34.73,3408.66,0,0
TXN004737,824.65,Card,Insufficient Funds,343,19,5,1,4.99,1733.82,1,0
TXN004738,246.19,UPI,Authentication Failed,613,23,6,0,18.16,4996.17,0,0
TXN004739,2336.31,UPI,Authentication Failed,135,16,5,2,6.37,875.98,0,1
TXN004740,855.45,Card,Bank Decline,17,21,2,3,0.9,1087.19,0,1
TXN004741,2562.49,Card,Authentication Failed,496,15,5,1,42.94,886.87,0,1
TXN004742,1412.29,UPI,Network Error,278,22,2,1,21.96,1708.69,0,0
TXN004743,495.17,UPI,Limit Exceeded,1387,18,6,0,32.44,4600.08,1,0
TXN004744,1155.65,Wallet,Bank Decline,887,27,2,0,5.74,828.7,1,1
TXN004745,3559.96,UPI,Insufficient Funds,1122,17,4,0,5.89,1369.55,0,0
TXN004746,958.88,UPI,Bank Decline,15,16,1,1,4.12,785.7,1,1
TXN004747,432.11,UPI,Bank Decline,893,16,1,3,6.04,671.36,0,1
TXN004748,262.49,UPI,Network Error,1153,13,2,2,2.02,1106.1,0,1
TXN004749,547.33,UPI,Insufficient Funds,782,19,2,0,23.73,1329.59,1,1
TXN004750,758.15,Net Banking,Authentication Failed,287,23,3,1,63.69,534.36,0,0
TXN004751,2293.88,UPI,Bank Decline,464,27,4,4,42.97,1909.38,0,0
TXN004752,399.91,Card,Insufficient Funds,942,19,7,0,2.86,1000.11,1,1
TXN004753,4439.85,Card,Network Error,457,22,3,0,4.27,2073.25,0,1
TXN004754,329.17,Card,Network Error,1437,20,3,0,8.05,3317.02,0,1
TXN004755,8940.42,Net Banking,Bank Decline,797,16,8,1,4.01,1178.73,0,0
TXN004756,5182.11,Net Banking,Limit Exceeded,818,22,3,2,20.88,3501.87,1,0
TXN004757,1245.2,UPI,Network Error,62,22,4,0,24.75,1434.68,0,1
TXN004758,248.91,Net Banking,Network Error,714,24,2,0,25.42,1084.94,0,1
TXN004759,1043.27,Card,Expired Card,385,21,2,0,15.77,715.6,0,1
TXN004760,774.21,Wallet,Insufficient Funds,1016,18,2,1,5.27,640.87,0,0
TXN004761,348.33,Card,Network Error,29,18,3,0,2.32,1257.22,0,0
TXN004762,1424.97,Wallet,Authentication Failed,1275,18,4,0,12.05,1178.74,1,0
TXN004763,522.55,Card,Insufficient Funds,778,17,5,0,39.57,518.3,1,0
TXN004764,576.27,UPI,Bank Decline,1448,22,5,0,5.78,471.06,0,0
TXN004765,912.96,Card,Authentication Failed,237,27,5,2,7.11,604.52,1,1
TXN004766,653.66,Wallet,Bank Decline,216,10,2,0,22.76,1151.9,0,0
TXN004767,7117.71,Net Banking,Bank Decline,1192,16,4,1,7.55,424.39,0,1
TXN004768,677.13,UPI,Authentication Failed,1407,16,2,1,37.02,757.88,1,1
TXN004769,1630.75,Card,Insufficient Funds,872,10,2,0,36.12,1060.7,1,1
TXN004770,1250.09,UPI,Insufficient Funds,1200,12,4,0,41.42,342.05,1,1
TXN004771,1506.4,UPI,Authentication Failed,905,19,6,0,26.46,1318.13,0,1
TXN004772,1613.53,UPI,Authentication Failed,1369,17,9,3,1.1,1471.64,0,1
TXN004773,2424.12,UPI,Network Error,1257,15,2,0,13.62,796.26,0,1
TXN004774,1393.82,Net Banking,Network Error,879,16,7,1,11.64,565.25,1,1
TXN004775,1342.66,UPI,Limit Exceeded,369,13,7,3,11.16,1248.73,0,0
TXN004776,1155.89,Net Banking,Limit Exceeded,481,17,7,2,19.16,1074.8,0,0
TXN004777,968.19,UPI,Bank Decline,201,15,4,0,25.09,1058.61,0,0
TXN004778,482.69,UPI,Insufficient Funds,939,10,1,1,14.03,2956.67,0,1
TXN004779,1038.17,UPI,Network Error,1042,16,3,0,25.24,722.36,0,0
TXN004780,1362.59,UPI,Authentication Failed,790,14,4,0,5.01,807.08,0,0
TXN004781,1574.9,UPI,Authentication Failed,1092,14,2,0,18.42,792.61,0,0
TXN004782,1289.82,UPI,Authentication Failed,535,15,6,0,17.03,578.48,1,0
TXN004783,889.22,Card,Authentication Failed,277,20,2,0,7.33,476.65,0,1
TXN004784,1041.72,UPI,Network Error,544,23,4,2,12.62,1175.99,0,0
TXN004785,666.29,UPI,Bank Decline,663,20,2,1,82.24,1231.27,0,0
TXN004786,1453.75,UPI,Limit Exceeded,71,23,6,3,21.66,1167.36,1,0
TXN004787,898.73,Net Banking,Limit Exceeded,868,21,2,0,10.59,257.76,0,1
TXN004788,1290.14,Net Banking,Network Error,496,22,1,1,22.15,1471.6,0,0
TXN004789,2699.23,Card,Insufficient Funds,1098,11,2,2,8.69,2195.59,0,1
TXN004790,579.16,UPI,Authentication Failed,368,26,0,2,6.87,2263.88,1,1
TXN004791,1876.24,UPI,Bank Decline,578,18,4,2,12.56,628.02,0,0
TXN004792,1129.91,Wallet,Bank Decline,1001,11,4,0,10.72,864.22,1,1
TXN004793,6762.0,UPI,Network Error,775,15,6,0,54.08,574.29,0,0
TXN004794,902.65,UPI,Expired Card,1049,24,2,3,69.4,328.96,0,0
TXN004795,2050.11,UPI,Insufficient Funds,551,20,4,1,7.05,1290.9,0,1
TXN004796,1111.89,UPI,Limit Exceeded,985,11,2,0,1.24,2199.66,0,1
TXN004797,314.36,UPI,Bank Decline,938,25,3,0,4.06,2721.62,0,1
TXN004798,686.34,Net Banking,Insufficient Funds,97,9,5,1,47.04,1523.5,0,1
TXN004799,2422.18,UPI,Bank Decline,979,12,6,3,2.96,1884.98,0,0
TXN004800,742.91,Card,Limit Exceeded,244,19,2,0,17.31,2675.61,0,0
TXN004801,148.68,UPI,Authentication Failed,468,15,3,4,0.72,1354.81,1,0
TXN004802,1066.07,UPI,Limit Exceeded,1054,17,3,0,12.73,1005.26,0,1
TXN004803,410.3,Net Banking,Authentication Failed,1257,23,2,1,9.4,593.58,1,1
TXN004804,1234.77,UPI,Insufficient Funds,857,13,3,1,22.32,856.62,0,1
TXN004805,4429.46,Net Banking,Insufficient Funds,1411,28,3,2,12.88,1958.09,1,1
TXN004806,2191.87,Card,Network Error,927,24,2,1,11.95,1336.89,0,1
TXN004807,4372.06,UPI,Bank Decline,913,18,4,0,17.63,2665.65,1,1
TXN004808,661.59,Wallet,Limit Exceeded,783,16,3,3,21.74,786.92,0,1
TXN004809,964.06,UPI,Expired Card,1036,16,4,1,18.78,368.64,0,0
TXN004810,428.38,Net Banking,Authentication Failed,576,14,4,0,38.7,1588.39,1,1
TXN004811,592.51,UPI,Bank Decline,618,17,5,0,2.18,2397.7,0,1
TXN004812,476.18,Net Banking,Network Error,640,19,3,1,57.09,2255.37,0,0
TXN004813,338.31,UPI,Network Error,1387,11,1,0,20.37,2922.63,0,1
TXN004814,3749.1,Card,Bank Decline,1187,20,0,1,3.97,1903.07,1,0
TXN004815,166.87,Card,Network Error,1231,16,7,1,9.6,560.37,0,0
TXN004816,3763.58,Net Banking,Bank Decline,1255,14,3,0,6.65,699.76,0,1
TXN004817,3365.91,Net Banking,Bank Decline,989,12,2,0,22.72,348.88,0,1
TXN004818,1719.54,Net Banking,Bank Decline,469,16,4,1,97.44,1966.4,0,1
TXN004819,402.2,Net Banking,Insufficient Funds,669,15,7,2,36.51,518.06,1,1
TXN004820,264.02,UPI,Network Error,1287,20,2,1,35.65,737.03,0,0
TXN004821,669.44,UPI,Bank Decline,996,18,4,3,9.56,470.8,0,0
TXN004822,1924.86,UPI,Insufficient Funds,437,18,3,2,10.31,562.18,1,1
TXN004823,1099.66,UPI,Bank Decline,884,16,6,1,4.1,1097.92,0,0
TXN004824,428.74,UPI,Bank Decline,431,21,2,1,8.36,1498.46,0,1
TXN004825,3082.15,Card,Bank Decline,1437,16,2,1,17.85,883.7,0,1
TXN004826,4993.76,UPI,Insufficient Funds,111,28,3,0,33.2,1137.86,0,0
TXN004827,894.32,Card,Network Error,258,17,5,0,1.09,1548.01,0,0
TXN004828,1210.03,UPI,Expired Card,651,19,5,0,52.6,1706.81,1,0
TXN004829,282.04,UPI,Expired Card,1129,21,1,1,5.01,2969.08,1,1
TXN004830,755.25,Card,Limit Exceeded,184,20,5,1,4.02,1150.69,1,1
TXN004831,1736.1,Net Banking,Bank Decline,1295,18,8,0,9.13,968.8,1,1
TXN004832,1509.25,Card,Network Error,1162,17,8,0,18.25,494.38,0,0
TXN004833,694.44,Card,Limit Exceeded,1229,17,4,0,15.16,1533.0,1,1
TXN004834,856.78,UPI,Bank Decline,726,16,2,0,5.23,426.38,0,0
TXN004835,733.27,Card,Expired Card,1087,22,5,3,57.23,3481.25,0,0
TXN004836,853.53,UPI,Bank Decline,898,12,3,3,16.4,3635.53,0,1
TXN004837,1605.05,UPI,Bank Decline,415,22,6,0,31.03,442.49,0,0
TXN004838,186.65,UPI,Limit Exceeded,960,19,2,2,44.35,862.31,1,0
TXN004839,1025.65,UPI,Insufficient Funds,268,25,3,0,9.2,971.04,0,0
TXN004840,1502.64,UPI,Bank Decline,748,14,3,1,4.73,703.04,0,1
TXN004841,656.26,Wallet,Bank Decline,660,14,5,1,18.39,1718.77,0,1
TXN004842,712.37,Wallet,Bank Decline,581,18,5,1,7.39,299.52,1,0
TXN004843,731.17,UPI,Bank Decline,124,10,4,1,8.73,624.3,0,0
TXN004844,712.55,UPI,Network Error,977,12,6,0,2.66,318.64,0,0
TXN004845,1102.46,UPI,Limit Exceeded,1351,23,3,0,30.87,3030.73,0,1
TXN004846,1231.64,UPI,Limit Exceeded,314,12,3,0,27.26,1843.48,0,0
TXN004847,165.59,Net Banking,Bank Decline,496,19,9,3,18.27,879.02,0,1
TXN004848,1973.56,UPI,Authentication Failed,1351,25,7,0,8.62,476.56,1,1
TXN004849,844.72,Card,Network Error,763,12,2,2,62.91,2403.51,0,1
TXN004850,6245.81,UPI,Bank Decline,1386,15,0,0,8.01,915.75,1,1
TXN004851,375.22,Wallet,Limit Exceeded,654,20,3,2,17.36,1513.95,0,1
TXN004852,502.41,UPI,Expired Card,614,24,5,0,2.9,1093.42,1,1
TXN004853,913.59,Net Banking,Limit Exceeded,743,12,5,0,2.73,1164.85,1,0
TXN004854,1590.66,UPI,Insufficient Funds,30,17,6,2,56.0,902.39,0,0
TXN004855,189.48,Card,Bank Decline,1222,24,6,0,23.39,2229.0,0,1
TXN004856,519.99,UPI,Authentication Failed,759,20,4,2,0.47,1465.68,1,0
TXN004857,1867.19,UPI,Network Error,1007,15,2,1,18.32,988.31,0,1
TXN004858,467.17,Net Banking,Expired Card,355,20,4,1,0.87,314.11,0,1
TXN004859,3763.2,Net Banking,Network Error,31,12,7,0,24.55,1449.04,0,0
TXN004860,728.88,Net Banking,Limit Exceeded,1420,26,6,1,1.02,1614.35,1,1
TXN004861,488.12,Card,Bank Decline,1021,15,6,3,8.26,2273.61,0,0
TXN004862,1899.26,Net Banking,Network Error,605,28,2,0,8.53,938.76,0,1
TXN004863,4660.4,UPI,Insufficient Funds,807,22,2,2,16.13,6865.07,0,0
TXN004864,1595.2,UPI,Expired Card,916,25,5,1,4.3,380.36,1,1
TXN004865,3409.72,UPI,Limit Exceeded,965,14,2,0,21.25,340.22,0,1
TXN004866,4959.06,Card,Insufficient Funds,1220,13,4,2,13.81,2416.39,0,1
TXN004867,478.34,UPI,Expired Card,1058,17,2,0,7.35,2080.61,0,0
TXN004868,2551.79,UPI,Bank Decline,547,15,3,3,26.72,511.64,0,1
TXN004869,278.35,Card,Insufficient Funds,497,12,3,0,16.64,1098.52,1,1
TXN004870,1607.46,Net Banking,Bank Decline,494,12,5,1,41.08,493.47,1,1
TXN004871,1028.46,UPI,Insufficient Funds,797,19,5,2,13.2,571.03,0,0
TXN004872,3356.5,UPI,Bank Decline,178,16,7,1,6.86,406.85,0,0
TXN004873,3149.59,UPI,Bank Decline,44,24,6,2,0.1,435.28,0,1
TXN004874,1831.34,UPI,Limit Exceeded,305,16,3,0,15.22,972.84,0,1
TXN004875,1434.52,UPI,Limit Exceeded,1296,22,5,2,41.91,3387.39,0,1
TXN004876,1732.87,Card,Network Error,1057,16,0,1,2.51,1043.12,0,1
TXN004877,1159.33,Card,Insufficient Funds,654,19,4,0,68.21,1581.94,1,1
TXN004878,1037.87,Card,Authentication Failed,754,18,2,1,18.55,832.65,0,1
TXN004879,4017.12,UPI,Expired Card,1482,13,2,2,5.08,3083.03,1,1
TXN004880,4476.52,Net Banking,Insufficient Funds,1499,12,2,0,52.64,831.02,1,1
TXN004881,965.37,UPI,Limit Exceeded,1115,17,2,1,82.51,622.47,1,1
TXN004882,1358.14,Card,Insufficient Funds,932,18,3,1,0.55,3289.18,1,1
TXN004883,1180.26,Net Banking,Network Error,19,21,5,0,55.49,845.88,0,1
TXN004884,257.1,UPI,Bank Decline,265,20,2,3,5.5,1350.35,0,0
TXN004885,810.14,UPI,Bank Decline,986,19,1,1,23.96,3375.06,0,1
TXN004886,4627.32,Net Banking,Authentication Failed,1130,16,3,2,5.94,436.31,0,0
TXN004887,558.47,UPI,Bank Decline,622,16,1,1,10.93,1177.97,0,1
TXN004888,7354.66,Card,Insufficient Funds,1291,18,5,0,5.66,2216.52,0,0
TXN004889,3149.23,UPI,Authentication Failed,284,14,8,3,22.94,875.12,0,0
TXN004890,1573.96,Card,Authentication Failed,960,16,5,0,29.29,603.62,1,1
TXN004891,1816.67,UPI,Expired Card,1096,17,1,1,23.67,2223.64,1,0
TXN004892,480.35,UPI,Bank Decline,814,24,1,0,57.56,1577.58,0,0
TXN004893,863.76,Card,Insufficient Funds,1408,18,6,0,2.78,788.73,0,1
TXN004894,4012.86,UPI,Limit Exceeded,662,18,4,0,15.53,2309.65,0,1
TXN004895,630.76,UPI,Insufficient Funds,1147,22,2,2,52.44,380.69,1,1
TXN004896,2849.84,UPI,Insufficient Funds,789,19,7,0,11.22,996.09,0,1
TXN004897,317.56,UPI,Network Error,505,17,7,1,39.46,833.07,0,1
TXN004898,373.03,UPI,Insufficient Funds,211,16,1,1,0.19,576.02,1,1
TXN004899,6070.8,UPI,Insufficient Funds,593,24,3,2,52.26,1995.02,1,0
TXN004900,1085.01,Net Banking,Bank Decline,1110,28,3,2,0.93,3304.53,1,0
TXN004901,675.43,UPI,Insufficient Funds,1048,18,4,1,1.09,1452.3,0,0
TXN004902,3738.6,Card,Insufficient Funds,620,20,5,3,8.06,1312.25,0,1
TXN004903,3365.19,UPI,Insufficient Funds,1006,13,6,1,32.63,1244.43,1,0
TXN004904,2511.61,UPI,Insufficient Funds,650,18,6,2,1.63,781.96,1,0
TXN004905,656.61,Net Banking,Expired Card,827,21,5,2,47.56,402.2,0,1
TXN004906,847.06,UPI,Limit Exceeded,64,19,4,2,4.54,693.32,0,0
TXN004907,1451.66,Wallet,Bank Decline,1142,19,5,0,0.91,636.3,0,1
TXN004908,2048.7,UPI,Network Error,603,24,5,2,14.93,457.45,0,0
TXN004909,693.93,Card,Insufficient Funds,321,12,7,1,31.82,2272.93,1,1
TXN004910,1278.78,Card,Insufficient Funds,168,18,3,0,64.58,798.25,1,1
TXN004911,1395.0,Net Banking,Bank Decline,330,19,4,0,4.87,1724.3,0,1
TXN004912,3491.52,Card,Network Error,724,16,4,1,33.98,1132.84,1,1
TXN004913,2162.5,Card,Limit Exceeded,1361,17,4,0,2.75,519.0,0,1
TXN004914,282.56,UPI,Network Error,586,23,4,0,24.87,3421.45,0,1
TXN004915,904.82,UPI,Bank Decline,905,20,3,1,0.6,1738.87,1,0
